-2.166277112993134857e+00,-4.020568914979748776e+00,-2.224628872502426802e+00,-7.444963810210030175e-01,1.878942169608288637e-01,1.082072394617628497e+01,-1.838108948020322320e+00,4.572096868079458254e+00,5.621567019898095374e+00,-2.193657667207082440e+00
4.662195409662753254e-01,-9.842410526183504871e-01,8.120305319118603649e+00,1.769738254625521368e+00,5.103641904927620487e+00,-7.579323008303727960e+00,-6.367307496794984978e-01,-1.153547176801644447e+01,-8.444525330342081304e+00,9.213106106903529380e+00
8.870568287190119250e+00,4.534761805309372562e+00,5.076997838742085989e+00,8.035358402388037558e-01,9.551406298214370594e+00,-4.086241459757856020e+00,6.211423775505831912e+00,3.353619128041646746e+00,3.872889578722300996e+00,-4.729019777014862314e+00
-7.949158028851717184e-01,-1.914083242265069984e-01,8.084670026332783976e+00,8.132915897605634825e-01,2.307680716209647098e+00,-8.321886549348107565e+00,-2.995845394657775884e+00,-7.096448288584175756e+00,-6.975284955794106345e+00,8.582851882900461860e+00
-4.394011016952328319e-01,-5.144563907267571956e-01,-7.736411517039987196e+00,1.164959753631588768e+01,9.093757876080847069e+00,2.885126497293657444e-01,-3.552051545998742732e+00,5.786757356306083899e+00,4.540192251264527634e+00,-2.991714374309693891e+00
9.981523820055580032e+00,2.732602143257021332e+00,3.679031643168019006e+00,1.302700131687100971e+00,7.572867691115732214e+00,-9.732696791693272731e-01,2.708338953988685294e+00,2.986652974426826201e+00,1.434399172373943099e+00,-3.036261231604801658e+00
6.555762787461122398e-02,1.443750468633444139e+00,7.898719058746527466e+00,5.204182117150251141e-01,4.854468734437995536e+00,-8.905896259723412811e+00,-2.418992078910899401e+00,-5.128135587123926697e+00,-8.656399310244786705e+00,8.907265330683765470e+00
5.483613854819633815e+00,5.143397533624549212e+00,7.924123085468181671e+00,-9.490402523444685379e-03,7.223361002708651668e+00,-1.141372280190299016e+00,5.588045448760796674e+00,2.021136869727126140e+00,3.754907935159313759e+00,-5.894284797051693836e+00
7.088752256792773210e+00,4.739473875174137874e+00,7.089435712277802892e+00,-4.659307128881414184e-01,1.037391828454496689e+01,-6.842054443475311665e-01,3.165897207661658719e+00,9.603542333626493566e-01,2.167612107949201228e+00,-3.091860258488342783e+00
7.348139624666144343e+00,4.822927124177895486e+00,4.691286876135455586e+00,1.090209808871103192e-01,7.586604027307583209e+00,-2.895230553428496556e+00,2.566800778208292666e+00,5.170656497635982340e+00,3.583550789298204364e+00,-5.870877968052436557e+00
5.308161642472758457e-01,1.723309856714223542e+00,1.079152058970483097e+01,3.686323969219265972e+00,3.559546604677978010e+00,-9.687007904842424466e+00,-2.589494140993443327e+00,-7.264983878795634453e+00,-4.821607052949330452e+00,7.472682682055308945e+00
2.170955864041382632e+00,6.088834565823425526e-01,6.014738637441851665e+00,4.676261023369418623e+00,4.952252633078978228e+00,-9.042634386060264262e+00,-4.359153268933021685e+00,-1.126755639326238878e+01,-3.882129116926892110e+00,7.701740302298783369e+00
3.444608710654531336e+00,-5.818541465494196707e+00,-1.728248553785391550e+00,-3.094103704588837100e+00,-4.638004709790841673e+00,9.673581972990705324e+00,-1.537920780030717305e+00,8.147147050478466213e+00,5.173655462946901373e+00,-4.990752988394374867e+00
4.559760205136562106e-02,-4.598839178374095837e+00,-3.585456722609048796e+00,-1.990992519386535653e+00,-2.716986621508072020e+00,1.037660366934603040e+01,-1.696672470360365059e+00,5.492709287477841151e+00,6.405244026222608689e+00,-5.309633160358708359e+00
7.984554790753588094e+00,2.631630796561570840e+00,4.841233581870158176e+00,-2.494072303237573784e+00,8.503533013331979973e+00,-2.226937004800907616e+00,5.920620129595445036e+00,4.886624221173492266e+00,9.555531393315908062e-02,-5.059244301102499897e+00
-7.991324249048267214e-01,2.461367386727546958e+00,5.939356375672092625e+00,1.802151847434767529e+00,4.914730544523941091e+00,-1.149623967383383238e+01,-4.411482754174625320e+00,-8.660228998511472653e+00,-3.200288453844850611e+00,6.425967465615086915e+00
9.732037792617951766e+00,6.478199864495550742e+00,2.527095501399874156e+00,5.448070350180600485e-01,8.163306491703139045e+00,2.384898318057371291e-01,2.675451730988897658e+00,3.455258074627543863e+00,4.369648888450531565e+00,-7.622938452326181391e+00
-3.227003391291538570e+00,-5.285647942614160044e+00,-9.917271756424696605e+00,9.328000592692406556e+00,9.048673208784133948e+00,3.926459016400143831e+00,-3.310379922148767307e+00,8.288085960169141231e+00,4.036337317311640582e+00,1.730692274465672309e+00
